config_id,symbol,direction,event_timestamp,event_type,policy_id,exit_family
6dce2cb41b,IWM,long,2022-06-28T14:12:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-07-18T14:15:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-08-23T13:57:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-08-25T14:06:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-08-26T13:53:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-08-26T13:54:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-08-26T13:55:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-09-06T13:59:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-09-21T13:55:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-10-04T14:08:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-10-13T13:58:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-10-27T13:59:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-10-31T13:52:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-11-14T14:49:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-11-15T14:51:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-11-25T15:15:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-11-29T15:11:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-11-29T15:13:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-12-02T15:04:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-12-06T14:48:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-12-12T15:13:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2022-12-12T15:14:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2022-12-20T14:49:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-01-17T15:08:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-01-25T15:03:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-01-25T15:04:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-01-31T15:05:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-02-23T15:13:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-02-28T15:10:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-03-02T14:57:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-03-09T14:52:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-03-09T15:03:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-03-14T14:14:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-04-20T13:55:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-04-21T14:05:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-04-25T13:52:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-05-05T14:00:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-05-09T14:12:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-05-22T13:51:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-05-22T14:12:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-06-06T13:52:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-07-06T13:47:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-07-10T14:13:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-07-21T13:56:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-08-04T14:10:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-08-04T14:11:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-08-09T14:06:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-08-11T14:10:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-08-25T14:13:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-08-25T14:14:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-09-05T13:55:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-10-16T13:46:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-10-27T14:07:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-11-07T14:44:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-11-08T15:09:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,short,2023-11-14T15:07:00+00:00,entry,6dce2cb41b,fixed_2r
6dce2cb41b,IWM,long,2023-11-17T14:57:00+00:00,entry,6dce2cb41b,fixed_2r
